account_id,segment,R,F,M,recency_days,frequency_180d,card_spend_180d,balance_at_period_end
1829,Occasionnels,5,1,1,0,7,21.11,107.89
1830,Occasionnels,5,1,1,7,3,36.07,16.93
1831,Occasionnels,5,1,1,1,12,18.88,7.12
1832,Occasionnels,5,1,1,3,13,86.73,1556.27
1835,Occasionnels,4,1,1,13,4,0.0,469.0
1836,Occasionnels,4,1,1,11,5,99.24,5.76
1838,Occasionnels,5,1,1,2,3,20.37,128.63
1839,Occasionnels,5,1,1,0,12,81.57,218.43
1841,Occasionnels,5,1,1,7,4,0.0,1560.0
1842,Occasionnels,5,1,1,0,7,68.58,79.42
1843,Occasionnels,5,1,1,1,2,0.0,231.0
1844,Occasionnels,5,1,1,5,2,0.0,161.0
1846,Occasionnels,5,1,2,0,22,332.26,0.74
1847,Occasionnels,5,1,1,5,10,255.1,629.9
1848,Occasionnels,5,1,1,1,2,0.0,391.0
1849,Occasionnels,5,1,1,1,2,0.0,208.0
1850,Occasionnels,5,1,1,3,13,62.73,8.27
1851,Occasionnels,5,1,1,1,6,0.0,21.0
1853,Épargnants peu actifs,5,1,1,2,8,43.87,6135.13
1854,Occasionnels,5,1,1,2,16,167.41,3.59
1857,Occasionnels,5,1,1,4,6,0.0,108.0
1859,Occasionnels,5,1,1,1,11,75.44,4.56
1860,Occasionnels,5,1,1,1,7,22.56,505.44
1861,Occasionnels,5,1,1,0,4,88.37,549.63
1862,Occasionnels,5,1,1,0,10,269.68,8.32
1863,Occasionnels,5,1,1,5,13,52.47,9.53
1867,Occasionnels,5,1,1,1,19,164.49,320.51
1869,Occasionnels,5,1,1,3,7,44.27,183.73
1870,Occasionnels,5,1,1,0,2,0.0,108.0
1871,Occasionnels,5,1,1,1,15,196.68,6.32
1872,Occasionnels,5,1,1,2,7,80.8,3.2
1873,Épargnants peu actifs,5,1,1,2,11,181.88,3483.12
1875,Occasionnels,5,1,1,7,2,0.0,395.0
1876,Occasionnels,5,1,1,3,3,39.36,49.64
1877,Occasionnels,4,1,1,12,4,57.36,159.64
1878,Occasionnels,5,1,1,3,10,74.41,6.59
1880,Occasionnels,5,1,1,6,11,27.2,220.8
1881,Occasionnels,5,1,1,1,13,103.07,11.93
